Homeologous_ID;Gene;is_Marker_of_Cluster;Specificity;Stability;Genome Asymmetry
TraesCS2A03G1288200;TraesCS2D03G1253600;5Unknown_14RootCap;;;
TraesCS2A03G1292000;TraesCS2B03G1483500;14RootCap;specific;stable;
TraesCS2A03G1292000;TraesCS2A03G1292000;NA;;;
TraesCS2A03G1292000;TraesCS2D03G1255200;NA;;;
TraesCS2A03G1305300;TraesCS2A03G1305300;14RootCap_10Xylem;unspecific;unstable;
TraesCS2A03G1305300;TraesCS2D03G1267100;8RootHair_14RootCap_10Xylem_1Epidermis;;;
TraesCS2A03G1305300;TraesCS2B03G1497800;8RootHair_1Epidermis;;;
TraesCS2A03G1307900;TraesCS2D03G1273500;5Unknown;specific;stable;
TraesCS2A03G1307900;TraesCS2A03G1307900;NA;;;
TraesCS2A03G1307900;TraesCS2B03G1507800;NA;;;
TraesCS2A03G1308700;TraesCS2A03G1308700;14RootCap_10Xylem;unspecific;stable;
TraesCS2A03G1308700;TraesCS2B03G1508600;NA;;;
TraesCS2A03G1308700;TraesCS2D03G1274200;NA;;;
TraesCS2A03G1309700;TraesCS2B03G1510100;14RootCap;specific;stable;
TraesCS2A03G1309700;TraesCS2A03G1309700;NA;;;
TraesCS2A03G1309700;TraesCS2D03G1276400;NA;;;
TraesCS2A03G1313500;TraesCS2A03G1313500;5Unknown;unspecific;unstable;
TraesCS2A03G1313500;TraesCS2B03G1515500;5Unknown_14RootCap;;;
TraesCS2A03G1313500;TraesCS2D03G1278500;5Unknown_14RootCap;;;
TraesCS2A03G1317100;TraesCS2A03G1317100;10Xylem;specific;stable;
TraesCS2A03G1317100;TraesCS2B03G1519600;10Xylem;;;
TraesCS2A03G1317100;TraesCS2D03G1280200;10Xylem;;;
TraesCS2A03G1334500;TraesCS2A03G1334500;9Endodermis;specific;stable;
TraesCS2A03G1334500;TraesCS2B03G1538800;9Endodermis;;;
TraesCS2A03G1334500;TraesCS2D03G1302100;9Endodermis;;;
TraesCS2A03G1334600;TraesCS2A03G1334600;14RootCap_1Epidermis;unspecific;stable;
TraesCS2A03G1334600;TraesCS2D03G1302200;14RootCap_1Epidermis;;;
TraesCS2A03G1334600;TraesCS2B03G1539200;NA;;;
TraesCS2A03G1335500;TraesCS2A03G1335500;7Epidermis;specific;stable;
TraesCS2A03G1335500;TraesCS2B03G1539900;NA;;;
TraesCS2A03G1335500;TraesCS2D03G1303400;NA;;;
TraesCS2A03G1335700;TraesCS2B03G1540200;7Epidermis;specific;stable;
TraesCS2A03G1335700;TraesCS2D03G1303600;7Epidermis;;;
TraesCS2A03G1335700;TraesCS2A03G1335700;NA;;;
TraesCS2A03G1335800;TraesCS2A03G1335800;12DividingCells;unspecific;unstable;
TraesCS2A03G1335800;TraesCS2D03G1303900;7Epidermis;;;
TraesCS2A03G1335800;TraesCS2B03G1540400;7Epidermis_12DividingCells;;;
TraesCS2A03G1337300;TraesCS2A03G1337300;4ProvascularCells;specific;stable;
TraesCS2A03G1337300;TraesCS2D03G1305600;4ProvascularCells;;;
TraesCS2A03G1337300;TraesCS2B03G1541700;NA;;;
TraesCS2A03G1348400;TraesCS2D03G1320900;11Endodermis/Phloem;specific;stable;D_dominant_11
TraesCS2A03G1348400;TraesCS2A03G1348400;NA;;;
TraesCS2A03G1348400;TraesCS2B03G1548900;NA;;;
TraesCS3A03G0004000;TraesCS3A03G0004000;12DividingCells;specific;stable;
TraesCS3A03G0004000;TraesCS3B03G0007400;12DividingCells;;;
TraesCS3A03G0004000;TraesCS3D03G0003300;NA;;;
TraesCS3A03G0017400;TraesCS3B03G0018300;9Endodermis_10Xylem;unspecific;unstable;
TraesCS3A03G0017400;TraesCS3A03G0017400;9Endodermis_14RootCap;;;
TraesCS3A03G0017400;TraesCS3D03G0014900;9Endodermis_14RootCap_10Xylem;;;
TraesCS3A03G0040500;TraesCS3A03G0040500;8RootHair;specific;stable;
TraesCS3A03G0040500;TraesCS3B03G0060700;8RootHair;;;
TraesCS3A03G0040500;TraesCS3D03G0048300;8RootHair;;;
TraesCS3A03G0043800;TraesCS3B03G0054200;8RootHair;specific;stable;D_dominant_8
TraesCS3A03G0043800;TraesCS3D03G0044300;8RootHair;;;
TraesCS3A03G0043800;TraesCS3A03G0043800;NA;;;
TraesCS3A03G0044600;TraesCS3A03G0044600;14RootCap;unspecific;unstable;
TraesCS3A03G0044600;TraesCS3B03G0053700;14RootCap_1Epidermis;;;
TraesCS3A03G0044600;TraesCS3D03G0043600;NA;;;
TraesCS3A03G0046100;TraesCS3B03G0052400;11Endodermis/Phloem;unspecific;unstable;
TraesCS3A03G0046100;TraesCS3A03G0046100;8RootHair_11Endodermis/Phloem;;;
TraesCS3A03G0046100;TraesCS3D03G0041800;9Endodermis_11Endodermis/Phloem;;;
TraesCS3A03G0046700;TraesCS3A03G0046700;8RootHair;specific;stable;
TraesCS3A03G0046700;TraesCS3B03G0050900;8RootHair;;;
TraesCS3A03G0046700;TraesCS3D03G0040200;8RootHair;;;
TraesCS3A03G0049400;TraesCS3A03G0049400;8RootHair_1Epidermis;specific;stable;
TraesCS3A03G0049400;TraesCS3B03G0046200;8RootHair_1Epidermis;;;
TraesCS3A03G0049400;TraesCS3D03G0037900;8RootHair_1Epidermis;;;
TraesCS3A03G0073500;TraesCS3A03G0073500;12DividingCells;specific;stable;
TraesCS3A03G0073500;TraesCS3B03G0106200;12DividingCells;;;
TraesCS3A03G0073500;TraesCS3D03G0077600;NA;;;
TraesCS3A03G0077400;TraesCS3A03G0077400;14RootCap_10Xylem;unspecific;stable;
TraesCS3A03G0077400;TraesCS3B03G0103000;14RootCap_10Xylem;;;
TraesCS3A03G0077400;TraesCS3D03G0075000;NA;;;
TraesCS3A03G0084900;TraesCS3B03G0095300;14RootCap;unspecific;unstable;
TraesCS3A03G0084900;TraesCS3A03G0084900;5Unknown;;;
TraesCS3A03G0084900;TraesCS3D03G0068900;5Unknown;;;
TraesCS3A03G0092100;TraesCS3B03G0087300;3Meristems_12DividingCells;unspecific;stable;
TraesCS3A03G0092100;TraesCS3A03G0092100;NA;;;
TraesCS3A03G0092100;TraesCS3D03G0064100;NA;;;
TraesCS3A03G0092600;TraesCS3A03G0092600;2Cortex_0Unknown;unspecific;stable;
TraesCS3A03G0092600;TraesCS3B03G0085600;NA;;;
TraesCS3A03G0092600;TraesCS3D03G0045700;NA;;;
TraesCS3A03G0096300;TraesCS3B03G0078600;11Endodermis/Phloem;unspecific;unstable;
TraesCS3A03G0096300;TraesCS3D03G0056600;11Endodermis/Phloem;;;
TraesCS3A03G0096300;TraesCS3A03G0096300;4ProvascularCells_11Endodermis/Phloem;;;
TraesCS3A03G0103400;TraesCS3A03G0103400;13Phloem;specific;stable;D_dominant_13
TraesCS3A03G0103400;TraesCS3D03G0090600;13Phloem;;;
TraesCS3A03G0103400;TraesCS3B03G0135800;NA;;;
TraesCS3A03G0114000;TraesCS3B03G0148100;14RootCap;unspecific;unstable;
TraesCS3A03G0114000;TraesCS3D03G0099800;1Epidermis;;;
TraesCS3A03G0114000;TraesCS3A03G0114000;NA;;;
TraesCS3A03G0116000;TraesCS3A03G0116000;4ProvascularCells_11Endodermis/Phloem;unspecific;stable;
TraesCS3A03G0116000;TraesCS3D03G0102900;4ProvascularCells_11Endodermis/Phloem;;;
TraesCS3A03G0116000;TraesCS3B03G0153600;NA;;;
TraesCS3A03G0116600;TraesCS3B03G0154600;13Phloem;specific;stable;
TraesCS3A03G0116600;TraesCS3A03G0116600;NA;;;
TraesCS3A03G0116600;TraesCS3D03G0103300;NA;;;
TraesCS3A03G0172500;TraesCS3B03G0217400;8RootHair;specific;stable;
TraesCS3A03G0172500;TraesCS3D03G0154900;8RootHair;;;
TraesCS3A03G0172500;TraesCS3A03G0172500;NA;;;
TraesCS3A03G0190200;TraesCS3A03G0190200;7Epidermis_3Meristems_12DividingCells;unspecific;stable;
TraesCS3A03G0190200;TraesCS3B03G0230100;7Epidermis_3Meristems_12DividingCells;;;
TraesCS3A03G0190200;TraesCS3D03G0169100;7Epidermis_3Meristems_12DividingCells;;;
TraesCS3A03G0205100;TraesCS3D03G0183600;14RootCap;specific;stable;
TraesCS3A03G0205100;TraesCS3A03G0205100;NA;;;
TraesCS3A03G0205100;TraesCS3B03G0248100;NA;;;
TraesCS3A03G0206600;TraesCS3A03G0206600;11Endodermis/Phloem;specific;stable;
TraesCS3A03G0206600;TraesCS3B03G0249400;11Endodermis/Phloem;;;
TraesCS3A03G0206600;TraesCS3D03G0185400;11Endodermis/Phloem;;;
TraesCS3A03G0207800;TraesCS3A03G0207800;14RootCap;specific;stable;
TraesCS3A03G0207800;TraesCS3D03G0186300;14RootCap;;;
TraesCS3A03G0207800;TraesCS3B03G0250000;NA;;;
TraesCS3A03G0209900;TraesCS3B03G0253200;5Unknown_14RootCap;unspecific;unstable;
TraesCS3A03G0209900;TraesCS3A03G0209900;5Unknown_14RootCap_10Xylem;;;
TraesCS3A03G0209900;TraesCS3D03G0189100;5Unknown_14RootCap_10Xylem;;;
TraesCS3A03G0215100;TraesCS3D03G0195100;11Endodermis/Phloem;specific;stable;B_suppressed_11
TraesCS3A03G0215100;TraesCS3A03G0215100;NA;;;
TraesCS3A03G0215100;TraesCS3B03G0256800;NA;;;
TraesCS3A03G0216300;TraesCS3D03G0196900;1Epidermis;specific;stable;D_dominant_1
TraesCS3A03G0216300;TraesCS3A03G0216300;NA;;;
TraesCS3A03G0216300;TraesCS3B03G0259500;NA;;;
TraesCS3A03G0226600;TraesCS3D03G0218200;14RootCap;specific;stable;D_dominant_14
TraesCS3A03G0226600;TraesCS3A03G0226600;NA;;;
TraesCS3A03G0226600;TraesCS3B03G0278300;NA;;;
TraesCS3A03G0235800;TraesCS3A03G0235800;7Epidermis;unspecific;unstable;
TraesCS3A03G0235800;TraesCS7B03G0555500;7Epidermis_3Meristems_12DividingCells;;;
TraesCS3A03G0235800;TraesCS7D03G0689800;7Epidermis_3Meristems_12DividingCells;;;
TraesCS3A03G0236000;TraesCS3A03G0236000;12DividingCells;specific;stable;
TraesCS3A03G0236000;TraesCS3B03G0296700;12DividingCells;;;
TraesCS3A03G0236000;TraesCS3D03G0226100;12DividingCells;;;
TraesCS3A03G0236500;TraesCS3B03G0302700;8RootHair;specific;stable;
TraesCS3A03G0236500;TraesCS3D03G0227400;8RootHair;;;
TraesCS3A03G0236500;TraesCS3A03G0236500;NA;;;
TraesCS3A03G0238000;TraesCS3A03G0238000;14RootCap;specific;stable;
TraesCS3A03G0238000;TraesCS3B03G0305400;NA;;;
TraesCS3A03G0238000;TraesCS3D03G0229700;NA;;;
TraesCS3A03G0238100;TraesCS3A03G0238100;14RootCap;specific;stable;
TraesCS3A03G0238100;TraesCS3B03G0305500;NA;;;
TraesCS3A03G0238100;TraesCS3D03G0229900;NA;;;
TraesCS3A03G0243400;TraesCS3D03G0236100;10Xylem;unspecific;unstable;
TraesCS3A03G0243400;TraesCS3A03G0243400;8RootHair;;;
TraesCS3A03G0243400;TraesCS3B03G0315300;NA;;;
TraesCS3A03G0243700;TraesCS3D03G0236700;7Epidermis;specific;stable;
TraesCS3A03G0243700;TraesCS3A03G0243700;NA;;;
TraesCS3A03G0243700;TraesCS3B03G0314800;NA;;;
TraesCS3A03G0245200;TraesCS3A03G0245200;14RootCap;specific;stable;D_suppressed_14
TraesCS3A03G0245200;TraesCS3B03G0312700;14RootCap;;;
TraesCS3A03G0245200;TraesCS3D03G0238300;NA;;;
TraesCS3A03G0245800;TraesCS3A03G0245800;5Unknown;specific;stable;
TraesCS3A03G0245800;TraesCS3B03G0312300;5Unknown;;;
TraesCS3A03G0245800;TraesCS3D03G0238800;5Unknown;;;
TraesCS3A03G0247900;TraesCS3B03G0317200;0Unknown;specific;stable;
TraesCS3A03G0247900;TraesCS3A03G0247900;NA;;;
TraesCS3A03G0247900;TraesCS3D03G0241700;NA;;;
TraesCS3A03G0258600;TraesCS3A03G0258600;1Epidermis;specific;stable;A_dominant_1
TraesCS3A03G0258600;TraesCS3B03G0326600;NA;;;
TraesCS3A03G0258600;TraesCS3D03G0250900;NA;;;
TraesCS3A03G0265900;TraesCS3A03G0265900;5Unknown;specific;stable;A_dominant_5
TraesCS3A03G0265900;TraesCS3B03G0334700;NA;;;
TraesCS3A03G0265900;TraesCS3D03G0258900;NA;;;
TraesCS3A03G0266400;TraesCS3D03G0259500;12DividingCells;specific;stable;
TraesCS3A03G0266400;TraesCS3A03G0266400;NA;;;
TraesCS3A03G0266400;TraesCS3B03G0335300;NA;;;
TraesCS3A03G0271500;TraesCS3B03G0341200;1Epidermis;specific;stable;
TraesCS3A03G0271500;TraesCS3A03G0271500;NA;;;
TraesCS3A03G0271500;TraesCS3D03G0263200;NA;;;
TraesCS3A03G0271700;TraesCS3D03G0263300;6Pericycle;specific;stable;
TraesCS3A03G0271700;TraesCS3A03G0271700;NA;;;
TraesCS3A03G0271700;TraesCS3B03G0341300;NA;;;
TraesCS3A03G0287200;TraesCS3A03G0287200;1Epidermis;specific;stable;A_dominant_1
TraesCS3A03G0287200;TraesCS3D03G0274500;1Epidermis;;;
TraesCS3A03G0287200;TraesCS3B03G0354000;NA;;;
TraesCS3A03G0290600;TraesCS3B03G0357200;14RootCap;unspecific;unstable;
TraesCS3A03G0290600;TraesCS3A03G0290600;5Unknown_14RootCap;;;
TraesCS3A03G0290600;TraesCS3D03G0278100;NA;;;
TraesCS3A03G0296800;TraesCS3D03G0286900;6Pericycle;specific;stable;D_dominant_6
TraesCS3A03G0296800;TraesCS3A03G0296800;NA;;;
TraesCS3A03G0296800;TraesCS3B03G0365600;NA;;;
TraesCS3A03G0300800;TraesCS3D03G0300500;5Unknown_14RootCap_11Endodermis/Phloem;unspecific;stable;
TraesCS3A03G0300800;TraesCS3A03G0300800;NA;;;
TraesCS3A03G0300800;TraesCS3B03G0383200;NA;;;
TraesCS3A03G0304900;TraesCS3D03G0296500;7Epidermis;unspecific;unstable;
TraesCS3A03G0304900;TraesCS3A03G0304900;7Epidermis_12DividingCells;;;
TraesCS3A03G0304900;TraesCS3B03G0378600;7Epidermis_3Meristems;;;
TraesCS3A03G0312400;TraesCS3D03G0289300;7Epidermis_3Meristems;unspecific;unstable;
TraesCS3A03G0312400;TraesCS3B03G0369200;7Epidermis_3Meristems_12DividingCells;;;
TraesCS3A03G0312400;TraesCS3A03G0312400;NA;;;
TraesCS3A03G0313700;TraesCS3B03G0367400;14RootCap;unspecific;unstable;
TraesCS3A03G0313700;TraesCS3A03G0313700;5Unknown_14RootCap;;;
TraesCS3A03G0313700;TraesCS3D03G0288200;NA;;;
TraesCS3A03G0314900;TraesCS3A03G0314900;6Pericycle;specific;stable;A_dominant_6
TraesCS3A03G0314900;TraesCS3B03G0403600;NA;;;
TraesCS3A03G0314900;TraesCS3D03G0319200;NA;;;
TraesCS3A03G0317500;TraesCS3A03G0317500;6Pericycle;specific;stable;A_dominant_6
TraesCS3A03G0317500;TraesCS3B03G0397000;NA;;;
TraesCS3A03G0317500;TraesCS3D03G0317200;NA;;;
TraesCS3A03G0320700;TraesCS3A03G0320700;14RootCap;unspecific;unstable;
TraesCS3A03G0320700;TraesCS3D03G0315100;14RootCap;;;
TraesCS3A03G0320700;TraesCS3B03G0399700;5Unknown_14RootCap;;;
TraesCS3A03G0323900;TraesCS3A03G0323900;9Endodermis;specific;stable;A_dominant_9
TraesCS3A03G0323900;TraesCS3B03G0392400;NA;;;
TraesCS3A03G0323900;TraesCS3D03G0312000;NA;;;
TraesCS3A03G0324700;TraesCS3D03G0311600;14RootCap;unspecific;unstable;
TraesCS3A03G0324700;TraesCS3B03G0391800;9Endodermis;;;
TraesCS3A03G0324700;TraesCS3A03G0324700;NA;;;
TraesCS3A03G0325200;TraesCS3A03G0325200;1Epidermis;specific;stable;
TraesCS3A03G0325200;TraesCS3B03G0391400;8RootHair_1Epidermis;;;
TraesCS3A03G0325200;TraesCS3D03G0311200;8RootHair_1Epidermis;;;
TraesCS3A03G0326300;TraesCS3B03G0390700;8RootHair;specific;stable;B_dominant_8
TraesCS3A03G0326300;TraesCS3A03G0326300;NA;;;
TraesCS3A03G0326300;TraesCS3D03G0310600;NA;;;
TraesCS3A03G0327600;TraesCS3B03G0389600;9Endodermis;specific;stable;
TraesCS3A03G0327600;TraesCS3A03G0327600;NA;;;
TraesCS3A03G0327600;TraesCS3D03G0309800;NA;;;
TraesCS3A03G0333600;TraesCS3A03G0333600;9Endodermis;specific;stable;
TraesCS3A03G0333600;TraesCS3B03G0407600;NA;;;
TraesCS3A03G0333600;TraesCS3D03G0321200;NA;;;
TraesCS3A03G0343400;TraesCS3A03G0343400;11Endodermis/Phloem;specific;stable;
TraesCS3A03G0343400;TraesCS3D03G0332500;11Endodermis/Phloem;;;
TraesCS3A03G0343400;TraesCS3B03G0420400;NA;;;
TraesCS3A03G0349900;TraesCS3B03G0425500;4ProvascularCells;unspecific;unstable;
TraesCS3A03G0349900;TraesCS3D03G0340400;4ProvascularCells;;;
TraesCS3A03G0349900;TraesCS3A03G0349900;4ProvascularCells_11Endodermis/Phloem;;;
TraesCS3A03G0359000;TraesCS3B03G0434100;12DividingCells;specific;stable;
TraesCS3A03G0359000;TraesCS3A03G0359000;NA;;;
TraesCS3A03G0359000;TraesCS3D03G0347400;NA;;;
TraesCS3A03G0359600;TraesCS3B03G0434500;14RootCap;unspecific;unstable;
TraesCS3A03G0359600;TraesCS3A03G0359600;4ProvascularCells_14RootCap;;;
TraesCS3A03G0359600;TraesCS3D03G0349200;NA;;;
TraesCS3A03G0388700;TraesCS3B03G0487900;10Xylem;unspecific;unstable;
TraesCS3A03G0388700;TraesCS3D03G0384100;11Endodermis/Phloem_10Xylem;;;
TraesCS3A03G0388700;TraesCS3A03G0388700;14RootCap_10Xylem;;;
TraesCS3A03G0389400;TraesCS3B03G0487400;14RootCap_1Epidermis;unspecific;stable;
TraesCS3A03G0389400;TraesCS3A03G0389400;NA;;;
TraesCS3A03G0389400;TraesCS3D03G0383800;NA;;;
TraesCS3A03G0390700;TraesCS3A03G0390700;14RootCap;specific;stable;D_dominant_14
TraesCS3A03G0390700;TraesCS3D03G0382600;14RootCap;;;
TraesCS3A03G0390700;TraesCS3B03G0486200;NA;;;
TraesCS3A03G0390900;TraesCS3A03G0390900;13Phloem;specific;stable;
TraesCS3A03G0390900;TraesCS3B03G0486000;13Phloem;;;
TraesCS3A03G0390900;TraesCS3D03G0382200;13Phloem;;;
TraesCS3A03G0394500;TraesCS3A03G0394500;13Phloem_10Xylem;unspecific;unstable;
TraesCS3A03G0394500;TraesCS3D03G0381600;13Phloem_10Xylem;;;
TraesCS3A03G0394500;TraesCS3B03G0483000;13Phloem_12DividingCells_10Xylem;;;
TraesCS3A03G0396800;TraesCS3D03G0377500;11Endodermis/Phloem;specific;stable;
TraesCS3A03G0396800;TraesCS3A03G0396800;NA;;;
TraesCS3A03G0396800;TraesCS3B03G0481200;NA;;;
TraesCS3A03G0397200;TraesCS3D03G0377200;14RootCap;specific;stable;D_dominant_14
TraesCS3A03G0397200;TraesCS3A03G0397200;NA;;;
TraesCS3A03G0397200;TraesCS3B03G0480900;NA;;;
TraesCS3A03G0407400;TraesCS3B03G0494600;13Phloem;unspecific;unstable;
TraesCS3A03G0407400;TraesCS3A03G0407400;6Pericycle_13Phloem;;;
TraesCS3A03G0407400;TraesCS3D03G0388000;6Pericycle_13Phloem;;;
TraesCS3A03G0412200;TraesCS3B03G0496800;11Endodermis/Phloem;specific;stable;
TraesCS3A03G0412200;TraesCS3D03G0390200;11Endodermis/Phloem;;;
TraesCS3A03G0412200;TraesCS3A03G0412200;NA;;;
TraesCS3A03G0416800;TraesCS3B03G0498100;0Unknown;unspecific;unstable;
TraesCS3A03G0416800;TraesCS3D03G0392300;0Unknown;;;
TraesCS3A03G0416800;TraesCS3A03G0416800;14RootCap;;;
TraesCS3A03G0417900;TraesCS3A03G0417900;11Endodermis/Phloem;specific;stable;
TraesCS3A03G0417900;TraesCS3B03G0498800;11Endodermis/Phloem;;;
TraesCS3A03G0417900;TraesCS3D03G0394300;11Endodermis/Phloem;;;
TraesCS3A03G0418200;TraesCS3B03G0499100;6Pericycle;specific;stable;B_dominant_6
TraesCS3A03G0418200;TraesCS3A03G0418200;NA;;;
TraesCS3A03G0418200;TraesCS3D03G0394400;NA;;;
TraesCS3A03G0420800;TraesCS3D03G0398800;5Unknown_14RootCap_11Endodermis/Phloem_10Xylem;unspecific;stable;
TraesCS3A03G0420800;TraesCS3A03G0420800;NA;;;
TraesCS3A03G0420800;TraesCS3B03G0503100;NA;;;
TraesCS3A03G0429700;TraesCS3A03G0429700;9Endodermis;specific;stable;
TraesCS3A03G0429700;TraesCS3B03G0508400;9Endodermis;;;
TraesCS3A03G0429700;TraesCS3D03G0402600;9Endodermis;;;
TraesCS3A03G0429900;TraesCS3B03G0508500;9Endodermis;unspecific;unstable;
TraesCS3A03G0429900;TraesCS3D03G0402800;9Endodermis;;;
TraesCS3A03G0429900;TraesCS3A03G0429900;9Endodermis_11Endodermis/Phloem;;;
TraesCS3A03G0438400;TraesCS3B03G0517300;14RootCap;specific;stable;
TraesCS3A03G0438400;TraesCS3A03G0438400;NA;;;
TraesCS3A03G0438400;TraesCS3D03G0407700;NA;;;
TraesCS3A03G0439300;TraesCS3D03G0408500;11Endodermis/Phloem;specific;stable;
TraesCS3A03G0439300;TraesCS3A03G0439300;NA;;;
TraesCS3A03G0439300;TraesCS3B03G0518200;NA;;;
TraesCS3A03G0444200;TraesCS3B03G0522200;14RootCap;specific;stable;
TraesCS3A03G0444200;TraesCS3A03G0444200;NA;;;
TraesCS3A03G0444200;TraesCS3D03G0413100;NA;;;
TraesCS3A03G0446200;TraesCS3A03G0446200;12DividingCells;specific;stable;B_dominant_12
TraesCS3A03G0446200;TraesCS3B03G0523500;12DividingCells;;;
TraesCS3A03G0446200;TraesCS3D03G0414300;12DividingCells;;;
TraesCS3A03G0449000;TraesCS3D03G0416300;1Epidermis;specific;stable;
TraesCS3A03G0449000;TraesCS3B03G0525200;7Epidermis;;;
TraesCS3A03G0449000;TraesCS3A03G0449000;7Epidermis_1Epidermis;;;
TraesCS3A03G0453600;TraesCS3D03G0419600;6Pericycle;unspecific;unstable;
TraesCS3A03G0453600;TraesCS3B03G0529400;6Pericycle_11Endodermis/Phloem;;;
TraesCS3A03G0453600;TraesCS3A03G0453600;NA;;;
TraesCS3A03G0474500;TraesCS3A03G0474500;11Endodermis/Phloem;specific;stable;
TraesCS3A03G0474500;TraesCS3B03G0539800;11Endodermis/Phloem;;;
TraesCS3A03G0474500;TraesCS3D03G0430200;NA;;;
TraesCS3A03G0482500;TraesCS3D03G0444800;9Endodermis;unspecific;unstable;
TraesCS3A03G0482500;TraesCS3A03G0482500;9Endodermis_10Xylem;;;
TraesCS3A03G0482500;TraesCS3B03G0572600;NA;;;
TraesCS3A03G0534700;TraesCS3A03G0534700;9Endodermis_8RootHair_11Endodermis/Phloem;unspecific;unstable;
TraesCS3A03G0534700;TraesCS3D03G0496000;9Endodermis_8RootHair_14RootCap_11Endodermis/Phloem;;;
TraesCS3A03G0534700;TraesCS3B03G0614700;9Endodermis_8RootHair_4ProvascularCells_11Endodermis/Phloem;;;
TraesCS3A03G0538900;TraesCS3D03G0491700;14RootCap;specific;stable;B_dominant_14
TraesCS3A03G0538900;TraesCS3A03G0538900;NA;;;
TraesCS3A03G0538900;TraesCS3B03G0601500;NA;;;
TraesCS3A03G0546800;TraesCS3A03G0546800;14RootCap;specific;stable;
TraesCS3A03G0546800;TraesCS3B03G0630000;NA;;;
TraesCS3A03G0546800;TraesCS3D03G0510000;NA;;;
TraesCS3A03G0552600;TraesCS3A03G0552600;8RootHair;specific;stable;A_dominant_8
TraesCS3A03G0552600;TraesCS3B03G0636500;8RootHair;;;
TraesCS3A03G0552600;TraesCS3D03G0514100;8RootHair;;;
TraesCS3A03G0566000;TraesCS3A03G0566000;5Unknown_14RootCap;unspecific;stable;
TraesCS3A03G0566000;TraesCS3B03G0648700;5Unknown_14RootCap;;;
TraesCS3A03G0566000;TraesCS3D03G0524400;5Unknown_14RootCap;;;
TraesCS3A03G0585400;TraesCS3B03G0665600;10Xylem;specific;stable;
TraesCS3A03G0585400;TraesCS3A03G0585400;NA;;;
TraesCS3A03G0585400;TraesCS3D03G0538800;NA;;;
TraesCS3A03G0587200;TraesCS3A03G0587200;12DividingCells;specific;stable;
TraesCS3A03G0587200;TraesCS3B03G0667400;NA;;;
TraesCS3A03G0587200;TraesCS3D03G0542200;NA;;;
TraesCS3A03G0588000;TraesCS3B03G0668500;1Epidermis;unspecific;unstable;
TraesCS3A03G0588000;TraesCS3A03G0588000;8RootHair_14RootCap_1Epidermis;;;
TraesCS3A03G0588000;TraesCS3D03G0543200;8RootHair_1Epidermis;;;
TraesCS3A03G0593100;TraesCS3A03G0593100;5Unknown;specific;stable;D_suppressed_5
TraesCS3A03G0593100;TraesCS3B03G0673600;5Unknown;;;
TraesCS3A03G0593100;TraesCS3D03G0547300;NA;;;
TraesCS3A03G0593600;TraesCS3B03G0675200;1Epidermis;specific;stable;
TraesCS3A03G0593600;TraesCS3A03G0593600;NA;;;
TraesCS3A03G0593600;TraesCS3D03G0548000;NA;;;
TraesCS3A03G0594100;TraesCS3A03G0594100;13Phloem;specific;stable;
TraesCS3A03G0594100;TraesCS3D03G0548400;13Phloem;;;
TraesCS3A03G0594100;TraesCS3B03G0675900;NA;;;
TraesCS3A03G0598400;TraesCS3D03G0552600;14RootCap;specific;stable;D_dominant_14
TraesCS3A03G0598400;TraesCS3A03G0598400;NA;;;
TraesCS3A03G0598400;TraesCS3B03G0680700;NA;;;
TraesCS3A03G0607100;TraesCS3D03G0556400;13Phloem;specific;stable;
TraesCS3A03G0607100;TraesCS3A03G0607100;NA;;;
TraesCS3A03G0607100;TraesCS3B03G0687300;NA;;;
TraesCS3A03G0613500;TraesCS3B03G0693000;6Pericycle;specific;stable;
TraesCS3A03G0613500;TraesCS3A03G0613500;NA;;;
TraesCS3A03G0613500;TraesCS3D03G0562100;NA;;;
TraesCS3A03G0624300;TraesCS3B03G0701500;5Unknown_14RootCap;unspecific;stable;
TraesCS3A03G0624300;TraesCS3D03G0570700;5Unknown_14RootCap;;;
TraesCS3A03G0624300;TraesCS3A03G0624300;NA;;;
TraesCS3A03G0624500;TraesCS3D03G0570900;6Pericycle;specific;stable;
TraesCS3A03G0624500;TraesCS3A03G0624500;NA;;;
TraesCS3A03G0624500;TraesCS3B03G0701800;NA;;;
TraesCS3A03G0627600;TraesCS3D03G0582000;11Endodermis/Phloem;specific;stable;
TraesCS3A03G0627600;TraesCS3A03G0627600;NA;;;
TraesCS3A03G0627600;TraesCS3B03G0715300;NA;;;
TraesCS3A03G0628000;TraesCS3D03G0581500;14RootCap;specific;stable;
TraesCS3A03G0628000;TraesCS3A03G0628000;NA;;;
TraesCS3A03G0628000;TraesCS3B03G0714500;NA;;;
TraesCS3A03G0632700;TraesCS3B03G0707500;13Phloem;specific;stable;
TraesCS3A03G0632700;TraesCS3A03G0632700;NA;;;
TraesCS3A03G0632700;TraesCS3D03G0577800;NA;;;
TraesCS3A03G0635100;TraesCS3D03G0576000;8RootHair_11Endodermis/Phloem_10Xylem;unspecific;unstable;
TraesCS3A03G0635100;TraesCS3B03G0705000;8RootHair_14RootCap_10Xylem;;;
TraesCS3A03G0635100;TraesCS3A03G0635100;8RootHair_14RootCap_10Xylem_1Epidermis;;;
TraesCS3A03G0635500;TraesCS3A03G0635500;5Unknown;specific;stable;
TraesCS3A03G0635500;TraesCS3D03G0575900;5Unknown;;;
TraesCS3A03G0635500;TraesCS3B03G0704900;NA;;;
TraesCS3A03G0635900;TraesCS3B03G0704600;14RootCap;specific;stable;
